"nije bilo tople vode za tusiranje. velika zamjerka.",0
"Jedino na što imam zamjerku je neudoban madrac ",0
"Toplo preporučam ovaj objekat.Mirno,a u centru Zagreba.Domaćin zaista susretljiv.Svakako dolazim opet",1
"U jednoj sobi imaju vrata za centralno grijanje i stalno je buka paljenja i gasenja centralnog.",0
"Polozaj je izvrstan,omogucen prijevremeni ulazak,nema buke izvana,stalno grijanje.",1
"Trebalo bi ga osvjezit, dosta je zagusljivo i vjerovatno zbog precestih izmjena gostiju ne stigne se detaljno obraditi po odlasku gosta. Malo vise posvetiti paznje tome.",0
"Apartman je u centru, jako dobar za sve one koji ne dolaze sa autom. Za one koje dolaze s autom, garaza je nedaleko i ima pristupacne cijene parkinga po satu.",1
"Sobu je bilo nemoguce ugrijati.",0
"Nije mi se svidjelo sto se osjeti neugodan miris iz kanalizacije.Ali to je vjerojatno zbog starog grada pa se ne moze rijesit.",0
"Svidja mi se sto je u strogom centru i sto je cijena vrlo povoljna.Buka iz grada se uopce ne cuje sto je savrseno.Znamo da cemo opet doci jer smo bili zadovoljni.",1
"internet nije radio, nije pokazivao mogućnost mreže, a oko pola noći nije mi padalo na pamet nekoga zvati.",0
"Apartman je stvarno predivno uređen, sve je bilo jako čisto i osoblje je bilo ljubazno. Nalazi se u samome centru",1
"Dijelovi tuša su neispravni, no nebitni za udobnost.",0
"Lokacija je doslovno par metara od glavnog trga, apartman lijep, čist i uredan. Odlična vrijednost za novac",1
"Grijanje smješteno unutar apartmana izrazito jako buči cijelu noć.",0
"Tražili smo apartman,a dobili sobu u potkrovlju,hladan i vlažan prostor.",0
"Lokacija stvarno ne može biti bolja (ako tražite centar).",1
"Svidio mi se položaj u samom centru grada, opremljenost apartmana",1
"U tus kabini nedostaje polica za odlaganje kozmetickih proizvoda",0
"Zavjesa u tuš kabini je nešto što se odavno više ne upotrebljava. Nije higijenski, djeluje neuredno i stvara neugodan miris po vlazi.",0
"Dosli u dogovoreno vrijeme, soba nije bila spremna tj. doslo donekih nesporazuma sa rezervacijom pa smo premjesteni bili u drugi hotel van centra grada.",0
"Popucale pločice, izgrebani tuš, kamenac posvuda. Vrata od kupaonice cvile i grebu pri zatvaranju. Vrata od sobe rasklimana. Utičnica viri iz zida. Prozor se ne može do kraja zatvoriti.",0
"Položaj hotela je odličan. Gospođa koja čisti sobe je izuzetno ljubazna i simpatična. Također bih pohvalila mladu djevojku koja je radila u restoranu. Simpatična, uvijek s osmjehom, ljubazna.",1
"Neljubazno osoblje, tijekom dorucka/vecere nema dovoljno hrane za sve goste.",0
"Mislim da bi trebali zaposliti još osoblja da bi razina higijene bila na višem nivou.Gospođa koja posprema ima dva kata i ne stigne fizički obaviti čišćenje u tako kratkom vremenu.",0
"Vrlo ljubazno osoblje.Za sva pitanja uvijek na raspolaganju ,vrlo uslužni i profesionalni.",1
"Potreban hitno novi (veći) ormar i noćni ormarići sa ladicama.Utičnica za noćne lampe izvedena iznad glava gosta a kablovi prekratki tako da idu preko jastuka",0
"Hrana i krevet dobri. Osoblje odlično. Plaža i pristup divota.Prekrasan pogled s balkona.Cijena sa polupansionom svima prihvatljiva.",1
"Zidovi su u lošem stanju, voda je curila na umivaoniku, soba u kojoj je trebao biti jedan krevet  bila su dva, što je bitno smanjilo slobodan prostor.",0
"Doručak i večera su bili vrlo dobri, osoblje susretljivo i ljubazno.",1
"Ukratko sve je katastrofa, cista prevara slike koje su na bookingu nemaju veze sa realnoscu.",0
"osoblje je ljubazno, hrana raznovrsna i ukusna.",1
"Soba nije kako prikazuju na slikama. Osoblje neljubazno",0
"Velika buka u večernji satima po gradu u blizini hotela",0
"Vrlo ljubazno i susretljivo osoblje, a pogotovo osoblje restorana. Čista i uredna soba s potrebnim sadržajem baš onoliko koliko ti treba. Doručak je uvijek onako bogat. ",1
"Krevet je bio udoban",1
"Standard sobe odlične. Sobe su jednostavne ali čiste i dobro održavane",1
"Primjedba je najveca za plazu,koje kao i da nema,da postoji plaza koja nije uredjena ko zna koliko i na kojoj ne postoji nista osim jako velikog kamenja",0
"Plaža je dosta udaljena od hotela.",0
"Plaža je blizu hotelu.",1
"Pogled iz sobe je bio fantastičan.",1
"Hotel je u vrlo lošem stanju, neuredan, zmazano, lift nesiguran za vožnju.",0
"Lift je u modernom stanju i izuzetno brz.",1
"Restoran bi trebao biti na boljem mjestu",0
"Nije mi se svidjela buka na sjevernoj strani.",0
"Sobe su vrlo lijepo uređene i imaju sve ( super čistu posteljinu, ugodne krevete)",1
"U sobi nije radio daljinski od klima uređaja.",0
"Jedini hotel u kojem sam boravak platio prije same usluge, odnosno pri dolasku umjesto na odlasku. ",0
"Čista i renovirana soba s balkonom i pogledom na more.",1
"Sam objekt je prilično zapušten. Dio koji je u uporabi je održavan, ali žalosno je vidjeti koliki dio objekta propada jer je zatvoren",0
"Loše održavanje vanjskog izgleda i okoliša. Hotelu treba veliko ulaganje.",0
"Cijena je prihvatljiva. Sobe su uredne. Dobar pogled ako imate sobu okrenutu prema moru.",1
"Hladno je u prostoriji.Zavjesa za tuš je nekvalitetna.",0
"Osoblje je vrlo ljubazno, doručak je bio odličan, u blizini je plaža i šetnica, pogled s balkona na more...",1
"Jačina bežičnog signala je katastrofa, nemoguće je normalno surfati internetom jer veza stalno puca. ",0
"Izrazito srdačno i gostoljubivo osoblje! ",1
"Kupaonica, prljavi zidovi,neugodan miris,buka,kvaliteta i izbor jela za dorucak 
",0
"Nedostupnost konobara za vrijeme doručka, i nedopunjavanje hrane.",0
"Jedan dio zgrade se činio zapušten i neuređen.",0
"Doručak je ok, solidan izbor hrane i svega je bilo dovoljno uvijek.",1
"Trebala bi biti bolja organizacija na hotelskoj plaži. Nema nikakove razlike između gostiju hotela i turista koji nisu gosti hotela.",0
"Prije svega odnos sveukupnog osoblja. Hotel je dobro pozicioniran s obzirom na plaže ali i ostale sadržaje u mjestu.",1
"Jako mali izbor hrane. ",0
"Doručak je mogao biti nesto raznovrsniji i bogatiji.",0
"Jako čist hotel i sobe, odličan doručak, a gospođe na recepciji jako ljubazne! ",1
"U toku dana problem je parkiranje, navečer i rano ujutro nije. ",0
"Odlična komunikacija s vlasnicima.",1
"Lokacija odlična. Smještaj odličan. Vlasnik smještaja maksimalno susretljiv.",1
"jastuk je pretvrd",0
"Doručak jeftin, bezličan i loš",0
"Izbor hrane je svaki dan bio isti. ",0
"Osoblje na recepciji je vrlo srdačno i uslužno. Također i osoblje na ulazu u restoran te osoblje održavanja urednosti soba. ",1
"Djelatnica na recepciji nije znala naplatiti račun karticom, jedva je napravila r1 račun te iako je hotel trebao biti naplaćen prije boravka, to se nije dogodilo. Dakle, educirajte djelatnike na recepciji.",0
"Ovo nikako ne može biti hotel s četiri zvjezdice (sadržaji, opremljenost soba, izbor na švedskom stolu...), sve je ispod nivoa hotela s četiri zvjezdice.",0
"sobe prema cesti su skučene i vrlo bučne što se tice prometa",0
"osoblje na recepciji perfektno, ljubazno,brzo sa svim informacijama. Sobe prostrane.Klima stalno radi.",1
"Treba nove krevete, škripe, neudobni, tanki madraci, fale jastuci. Ima samo jedan noćni ormarić, i jedna svjetiljka. Fali bolje svjetlo u kupaoni, okomito ogledalo u sobi. Fali sef. Plaćanje samo u kešu. ",0
"Položaj izvrstan, hrana dobra, uslužnost, dostupnost ama baš svega što ti treba. Plaža točno preko puta. Velika terasa sa pogledom na more.",1
"Hotel nema svoje parkiraliste",0
"Lajanje pasa od gostiju u hotelu (i po noći)",0
"Centralna lokacija sa dobrim pogledom i veoma blizu mora, ljubazni konobari",1
"Prekrasni ambijent,super lokacija,plaže.Izuzetno ljubazno,nasmiješeno,susretljivo osoblje - od sobarica do recepcije.",1
"Cistoca objekta jako upitna.  Vila u kojoj smo boravili bila je samo povrsno ociscena.",0
"Uredno, profesionalno usluzno i ljubazno osoblje. Cist sanitarni prostor. Prekrasna lokacija doslovno na 30m od obale. ",1
"Apartman je veoma opremljen. Krevet udoban. Lokacija blizu centra i jezera. Zgrada je cista i uredna.",1
"U kuhinji bi trebalo da ima vise suda za pripremanje obroka.",0
"Lokacija apartmana je izvrsna osobito za boravak sa djecom. U blizini su svi centri i marketi, a ni sam centar grada nije daleko. ",1
"Doručak je slab i mala ponuda. Trebalo bi poraditi na kvaliteti. ",0
"Poseban dizajn, vrlo lijep interijer i čist apartman.",1
"Poprilično neudoban krevet, TV nije funkcionalan, potrebno je donijeti USB sa sadržajem, ispred zgrade nije bilo mjesta na parkingu.",0
"Na nekoliko poziva, upućenih kontakt osobi, nisam uspio dobiti nikoga. Imao sam problema sa ključem dvorišnih vrata.",0
" Vrata na ulazu u zgradu trebaju biti zamijenjena, ona se svaki put zaglave - ne bih uspjela ući da susjed nije pomogao.",0
" Lokacija izvrsna, blizina centra, samoposluge i caffe bar odmah do zgrade, privatna garaza, apartman prostran, jako cist, uredan i udoban, domacin jako ljubazan. Obzirom na sve navedeno, apartman je jako povoljan.",1
" Susretljiv domaćin, lokacija odlična, garaža veliki plus. Vraćamo se sigurno.",1
"Kuhinja odlično opremljena, apartman ima osim dnevnog boravka i spavaće sobe i ured te besplatnu garažu.",1
"Krevet bi mogao biti malo veci i udobniji.",0
"Domacica je susretljiva. Apartman je potpuno i kvalitetno opremljen",1
" Izuzetna lokacija, na 10 minuta pješice od centra. Apartman ukusno uređen i zaista za preporuku.",1
"Krevet je bio malo pretvrd, a jastuci nisu bili sjajni",0
"Odlican i siroki krevet, uz to i jako udoban.",1
"Top lokacija, sve atrakcije su u dosegu lagane kratke setnje. ",1
"zimi može biti veoma hladno, jer samo jedna klima i jedna grijalica ne mogu osvojiti hladnoću koja izbija iz debelih zidova",0
"Dobra lokacija, pristupacni susjedi, oprema apartmana sa svim potrebnim aparatima, susretljiv vlasnik, udoban krevet, prihvatljiva odnosno povoljna cijena.",1
"Propusnost vode je losa sto je dovelo do djelomicnog plavljenja u kupaonici i osjetio se miris vlage",0
" Domacin je super ! Pozicija apartmana je odlicna te apartman ima svoju terasu i parking !",1
" Apartman je bio veoma prljav te smo ga morali napustiti taj isti dan s obzirom da u apartmanu nije bilo metle niti usisavaca da ga sami pospremimo .",0
" Apartman je jako moderan i uredan, sve je bas kao na slikama. ",1
"Mislim da bi definitivno trebalo uložiti u posteljinu i ručnike.",0
"Jedino sto mi se nije svidjelo je sto nas domacin nije docekao, ugostio, niti otpratio iz apartmana.",0
" Neuredno posuđe, puno prašine svugdje i svagdje, dlake na posteljini..",0
"Slaba opremljenost apartmana sa kuhinjskim inventarom i ostalim inventarom...ne bas cisto..",0
"Mirna lokacija,cist i udoban,10 minuta pjeske od centra grada. jeftin parking u blizini.",1
" Lokacija je dobra. Smještaj ima balkon. Gostoljubivi su domaćini",1
"Sve je bilo u najboljem redu po dogovoru s vlasnicom, te blizina centra i drugih sadržaja koji su mi tada trebali.",1
"Odličan i prostran apartman, mirisna posteljina i ručnici, super domaćini, blizina centra grada.",1
"Krevet prostran i mekan.",1
" Malo neudoban krevet.",0
" Super lokacija.Apartman uredan, lijepo opremljen sa svim potrebnim sadrzajima.Domacica izuzetno ljubazna i pristupacna.",1
"Televizija je premala, dok je krevet previsok. To su sitnice koje su se zanemarivale.",0
"Plaćanje parkinga nam je bila mala tlaka, u stanu nas je dočekalo dosta prašine i prljavo suđe u perilici.",0
" Lokacija je odlična, sam stan je divan još ljepši nego na slikama. Krevet je preudoban. Lako smo našli stan, lako preuzeli karticu. Domaćin se činio super, definitivno se vraćamo.",1
" Položaj, domacini susretljiv, uredno, blizu centra, uglavnom sve ok.",1
"Krevet u dnevnom boravku neudoban, buka u susjedstvu",0
" Imali smo sve što nam je bilo potrebno: frižider, rešetku, štednjak, pivo za čaj itd. Mjesto je bilo lijepo dizajnirano i ugodno.",1
" Sasvim tanki zidovi. Nije mu se svidio miris koji dolazi iz kupaonice, a u spavaćoj sobi nalazilo se ogledalo koje bi bilo bolje smjestiti u hodnik",0
" Apartman ima prekrasan položaj, vrlo je moderan i udoban! Rezervirati ovo mjesto je izvrsna odluka!",1
" Zaključavanje je nekako komplicirano, pogotovo za ne tako oštre osobe poput mene. Srećom da je moja djevojka inženjer.",0
" Domaćin nas je prijatno dočekao, lokacija je idealna u blizini glavnog kolodvora a opet kvart miran",1
" Stara zgrada i miris stare zgrade.",0
" Korektan mali apartman sa svim potrebnim u 18 kvadrata",1
"Prilaz apartmanu bi mogao imati više svijetla. Pronašao sam adresu tek uz pomoć vrlo ljubaznog domaćina.",0
"Nema puno prostora u kupaonici.",0
"Kupaonica je moderna i luksuzna.",1
"Apartman je cist, uredan i dobro opremljen. Domacin je uvijek dostupan na mail i mobitel.",1
"Mozda temperatura u stanu nije bila idealna, ali za prespavati je bilo solidno. Bilo je dosta hladno vani pa smo to pripisali tome. ",0
" Lokacija praktički u centru, a mirno i tiho za spavanje. Uredno, opremljeno s bezbroj sitnica koje vam mogu zatrebati",1
"Mračan i neuredan okoliš zgrade. Za zimu, treba poraditi na grijanju. I lampica za čitanje prije spavanja.",0
"Volim to mirno, tiho mjesto sa debelom hladovinom. U dvoristu besplatni parking.",1
"Ulaz u zgradu je derutan i prljav.",0
"Bilo mi je zadovoljstvo boraviti u ovom stanu.",1
" Stan je na atraktivnoj lokaciji u samom centru zagreba.",1
"Stan je na rubu Zagreba i trebalo mi je puno vremena da ga nadem.",0
"Jedina zamjerka je parking za automobil.",0
" Ugodan, prostran i funkcionalan apartman, raspoloživ parking",1
" Iako je prilikom rezervacije pisalo da je parking osiguran i besplatan, zbog cega smo se i odlucili za ovaj apartman, neugodno smo se iznenadili kada smo pri dolasku shvatili da ga nemamo.",0
" Prostran i uredan apartman, vlasnica na raspolaganju za sva pitanja. Sve u svemu odlicna ocjena! Svakako preporucamo",1
" Posteljina je bila vrlo dobro uređena. Kuhati vrhovi bili su dobri, bila je perilica rublja, imali smo sve što treba i mjesto se osjećalo vrlo ugodno i domaće.",1
"Prvu noć nismo imali ručnike za kupanje, nismo shvatili dok nije došlo vrijeme za tuširanje.",0
" Predivan i otmjen hotel ,ljubazno i ugodno osoblje. Radujem se ponovnom boravku.",1
" Mirna lokacija, blizina mora, prostran prostor",1
"Ovaj je hotel lako pronaći. Imali smo najam automobila i besplatno, lako parkiranje je bilo cijenjeno",1
"Restoran je bio zatvoren u večernjim satima, ali na to smo bili unaprijed upozoreni. ",0
"Same pohvale, od osoblja do sadrzaja i lokacije. Cista desetka!",1
"Sobe bi mogle biti i bolje. Vrata se tesko odkljucavaju",0
"Previše stepenica na ulazu u hotel, što je vrlo nezgodno za goste sa više prtljage.",0
"Doručak raznovrsan, švedski stol, sve prefino i svježe. Usluga izvrsna, osoblje uljudno i na usluzi, super ljudi. Za svaku pohvalu i preporuku.",1
"Cijena je mogla biti povoljnija za domace turiste s obzirom na nasu sadasnju financijsku situaciju .",0
" Veoma srdačno osoblje i iskreni, domaćinski odnos prema gostima. Izuzetna čistoća objekta i visoki nivo usluge spremačica.",1
"Otežan pristup recepciji (mora se koristiti stepenište) sa parkirališta naročito ako gost ima dosta prtljaga.",0
"Ugodno, cisto, dostupna i mirna lokacija blizu vaznih sredista.",1
" Za vansezonsko vrijeme cijena nocenja je visoka",0
"Nema lifta što je nezgodno kada se ima prtljaga koju treba nositi kroz uske stepenice",0
"Doručak nudi sve standardne namirnice",1
"Kuhinja nije radila  za doručak. Pošto je van sezone razumljivo.",0
"Doručak nije bio nesto poseban",0
"Da je barem klima radila u sobi, smrdilo je malo i bilo je zagušljivo za spavat",0
"Stan ima klimu sto je odlicno ako je vruce.",1
"Osigurali smo smještaj za 19 ljudi i svi su se žalili na nedostatak tople vode. Kapacitet nije u skladu s mogućnostima hostela.",0
"Sve, pogotovo cijena nocenja. Kao da si u jahti sa extra osobljem. Ovaj hostel mi je od sad broj prvi kad odsjedam zbog posla",1
"Definitivno preporucam svima da odsjednu u tom hostelu. Super je sto svatko ima veliki ormar sa vjesalicama i policom, u koji stane i kofer. Svaki krevet ima svoju intimu, zavjese, lampu, punjac za mob, veliku policu za odlozit stvari.",1
"Udobnost kreveta, zavjesice za privatnost, punjac kod kreveta.",1
"Kuhinja je prljava. Nisam se usudio da je koristim. Pokvareni stalci za tuseve se moraju popraviti.",0
"Osoblje vrlo gostoljubljivo, profesionalno i usluzno, doručak zdrav i raznolik, sobe uredne i udobne, pohvala cijelom timu!",1
"Loša veganska ponuda hrane",0
"Vegani imaju puno izbora fine hrane.",1
"Mozda bi bilo ugodnije da su u sobama tepisi",0
"Smještaj, osoblje, hrana, sve je bilo odlično, svakako preporuka",1
"U prethodnoj recenziji iznijeli smo nase odusevljenje boravkom u ovom objektu. Mozemo jos jedino reci ""Hvala im sto postoje i sto je sve tako kako jeste od objekta do osoblja""",1
"U zimskim mjesecima i kad je hotel pun, bazen je svakako premali za sve goste.",0
"Boravili smo u mnogim hotelima duz jadranske obale ali nas je boravak u ovom hotelu najvise odusevio.",1
"Kupaonica velika i čista, ali bez ikakvog toaletnog pribora (samo sapun). Hrana nije ispunila očekivanja. Premali izbor jela za večeru, problemi s količinom jela za ručak i čekanjem. Sporo i nespretno osoblje na recepciji",0
"Ljubaznost osoblja. Posebne pohvale voditelju i konobarima. Pohvala i ljubaznim gospođama u wellnes centru. Hrana je bila odlična, raznovrsna i obilna",1
"Sve je odlično i na vrlo visokoj razini,no posebno bih istaknula osoblje",1
"Čistoća i veličina teretane i wellnesa, sve ukljuceno u cijenu.",1
"Nedostaju utičnice u kupaonici, balkon nije najcisci.",0
"Sve je uredno, čisto i kvalitetno. Hrana u restoranu je odlična, top kvaliteta namirnica.",1
" Velika i prostrana soba, velika kupaonica sa kadom i tušom, veliki balkon s pogledom na bazen, izbor hrana za vrijeme obroka",1
"Objekt blizu plaže, moguće kombinirati kupanje. Dobra kava, dobar i raznovrstan izbor hrane, ugodan odmor!",1
"Pre malo animacija tokom dana, a posebno večeri, a one koje imaju pre kratko traju. Postoji stari i novi dio hotela, novi je odličan, ali stari prosječan",0
"Blizina plaže, urednost, gostoprimstvo. Atmosfera kao kod kuće. Odlična hrana.",1
"Jako losa hrana, skoro sam se otrovao, vise se nikad necu vratiti.",0
"Pića koja se toče poglavito sokovi ne dolaze od renomiranih proizvođača. Osoblje  na vanjskom šanku bi trebalo pokazati bar malo volje za poslom.",0
"Veliki plus za osoblje na bazenu, hranu i cistocu. Welness program sve super.",1
"Klime nisu radile ni u sobi, ni u sali za hranu. U sobama se ne dobije higijenski paketic.",0
"Osoba sam s invaliditetom i krećem se uz pomoć kolica. Unatoč prostranosti sobe, nisam jednostavno mogao prići krevetu.",0
"Vrlo ljubazno osoblje, dobra i obilna hrana i za dorucak i za veceru. Sobe ciste i uredne, svaki dan se mijenjaju rucnici.",1
"Osoblje nije ljubazno, vec je cak i bezobrazno. ",0
" Sve je bilo genijalno od osoblja do hrane. Pomoc tehničke službe prilikom problema sa autom HVALA",1
"Narezano voće posluženo za doručak nije bilo svježe, hrana je bila ukusnija prošle godine, osoblje, iako iznimno ljubazno je bez iskustva, djelovali su kao prepušeni sami sebi, šteta.",0
"Lokacija je prekrasna, čisto i uredno, iako se u sobi može osjetiti miris vlage, što bih pripisao neadekvatnoj adaptaciji samog objekta. Osoblje iznimno ljubazno",1
" Nije bilo tople vode pa je tuširanje bilo nemoguće. Više od pola utičnica u sobi nije radilo",0
"Hotel je definitivno malo stariji nego na slikama, a daleko izvan grada",0
"Odlično mjesto, 10 minuta do centra grada. Na korištenje ima bicikle. U blizini plaža, centar, luka , kolodvor i shoppig centri.",1
"Domaćica Marina je posebno draga osoba i stoji u potpunosti na raspolaganju. Plaža je blizu, a do grada ste pješke.",1
"Mjesto je prilično udaljeno od centra grada. morali smo pješačiti kao 40 minuta do centra.",0
"Prekrasna lokacija, divan interijer, prijateljsko osoblje. Iznimno ugodno iznenađenje.",1
"Osoblje je jako ljubazno. Parking je odmah pred ulazom.",1
" Hotel je predivan i vrlo elegantno ureden, osoblje profesionalno i nenametljivo ali vrlo susretljivo. Sadržaji sasvim korektni i dostupni svako doba dana. ",1
" Rasvijeta je loša, pogotovo u kupaonici, a plocice padaju s stropa. Sve smrdi po ribi uz to, uzas, hotel je jedna velika nula. Ne znam kako vas nije sram.",0
"Ne svida mi se to što hotel nema svoj parking. I ako nisi prvi na dorucku poslije nemas bas previse izbora.",0
"Položaj hotela i urednost je super, parking je odmah ispred hotela, prostrana soba. Divan pogled iz sobe.",1
" Dodatna događanja organizirana u restoranu hotela ometala su uživanje u pogodnostima koje hotel nudi",0
"Moderno ureden, a istodobno savrseno uklopljen u sami centar",1
"Položaj, susretljivost i fleksibilnost osoblja.",1
"Nedostaje svježeg zraka u sobi s otvorenog prozora",0
"Hotel ispunio sva ocekivanja. Moderan, lijepo uređen, u skladu s kategorizacijom. Smjesten u samom centru grada, parking odmah ispred hotela",1
"Mozda te to bilo samo u nasoj sobi, ali klimatizacija je malo prebucna. Nije nista strasno, ali onako u nocnim satima, nekad malo zasmeta",0
"Pozicija hotela je savršena.",1
"Odlična lokacija, dobar doručak, odličan konobar kod posluživanja večere. Ugodan ambijent te čiste sobe.",1
"Neudoban krevet (loš madrac), slabi internet, nedovoljno topla voda u kupaoni te prijevremena blokada ključa sobe iako smo još bili prijavljeni u hotelu.",0
"Previse buke s obliznjeg kafica do kasnih nocnih sati",0
